ticker,date,sector,close,sma_200,ema_12,volume_ratio,volume_sma_20,rsi_14,macd_histogram,price_to_sma_50,momentum_10,momentum_20,volatility_20,atr_14,true_range,trend_label
STK001,2021-01-18,Technology,158.74,161.44909090909093,160.1903602640554,0.9955920342010606,1196305.2727272727,47.53508456279236,-0.6748359038126035,-0.0167798461659741,-0.0085566173255886,-0.0455936543626257,0.0214674049254356,5.089090909090905,7.599999999999994,Downtrend
STK001,2021-01-19,Technology,159.13,161.25583333333336,160.02722791573916,0.7826598966280772,1173126.4166666667,48.26117814052515,-0.5852974111060094,-0.013182985628427,-0.0198940625769895,-0.0455936543626257,0.0203873309200005,5.229166666666662,6.769999999999982,Downtrend
STK001,2021-01-20,Technology,157.57,160.97230769230768,159.64919285177928,0.8778830377670811,1161308.4615384615,45.72965702757225,-0.5994463591295223,-0.0211359813441394,-0.0260229941896402,-0.0455936543626257,0.0196283934351782,5.133076923076918,3.9799999999999898,Downtrend
STK001,2021-01-21,Technology,154.11,160.48214285714286,158.79700933612094,1.3332984540507102,1191865.9285714286,40.96385542168673,-0.7977301767532646,-0.0397062423500611,-0.0775722750942717,-0.0455936543626257,0.0196585005283755,5.163571428571424,5.560000000000002,Sideways
STK001,2021-01-22,Technology,152.43,159.94533333333337,157.81746943825618,0.936596707337054,1186492.5333333334,38.990825688073365,-0.985618167956422,-0.0469868871864555,-0.079973442781265,-0.0455936543626257,0.0190123200670977,5.157857142857139,2.800000000000012,Sideways
STK001,2021-01-25,Technology,150.77,159.37187500000002,156.73324337083216,1.2633619804973786,1207696.625,33.10002916302126,-1.1536180811395675,-0.0539736073256338,-0.0825168867522667,-0.0455936543626257,0.0184242192599449,5.267857142857141,6.930000000000007,Sideways
STK001,2021-01-26,Technology,150.89,158.8729411764706,155.8342828522426,0.7266283862474451,1187408.8823529412,33.90481820869044,-1.184120928704759,-0.0502473304601532,-0.0872300526283952,-0.0455936543626257,0.0178371991146748,5.431428571428569,3.859999999999985,Sideways
STK001,2021-01-27,Technology,153.54,158.57666666666668,155.48131625958987,0.9849468853121064,1186358.388888889,28.31035588329587,-0.9626867290503138,-0.0317617135770291,-0.0391138369109456,-0.0455936543626257,0.0180139826619016,5.409999999999997,5.819999999999993,Downtrend
STK001,2021-01-28,Technology,154.35,158.3542105263158,155.30726760426836,0.9760040069655452,1184778.9473684211,31.492976151584383,-0.7101815593162843,-0.0252864165279038,-0.0151225114854517,-0.0455936543626257,0.0175673357071278,5.548571428571427,6.02000000000001,Downtrend
STK001,2021-01-29,Technology,150.42,157.9575,154.55538028053476,1.3282879200099431,1205609.85,29.04489304007224,-0.7523155247906528,-0.0477185318835764,-0.0235637779941578,-0.0455936543626257,0.0179084984481139,5.674285714285712,6.060000000000002,Sideways
STK001,2021-02-01,Technology,152.81,157.71238095238095,154.28686023737558,1.1926319514674415,1230876.8,31.93641618497108,-0.5718725454253955,-0.0310843126124711,-0.037356683885599,-0.0455936543626257,0.0179420747242706,5.467857142857142,3.870000000000005,Downtrend
STK001,2021-02-02,Technology,152.62,157.48090909090908,154.03042020085624,1.1926319514674415,1236139.65,37.75196446873932,-0.424727927653489,-0.0308666562757966,-0.0409099478413874,-0.0599901453559991,0.0175352003337271,5.266428571428571,4.240000000000009,Downtrend
STK001,2021-02-03,Technology,148.28,157.0808695652174,153.14574016995527,1.193223743845768,1237512.25,36.18205631958087,-0.5700429058229219,-0.0560276346163427,-0.0589579234625879,-0.083446655952528,0.0184402533392418,5.292142857142857,6.680000000000007,Sideways
STK001,2021-02-04,Technology,147.07,156.66375,152.21101091303908,0.8265758846129705,1210812.0,37.99862448418153,-0.6899997107277316,-0.0612378421938706,-0.0456816559600287,-0.1197103010714072,0.0162750433528957,5.407142857142857,5.509999999999991,Sideways
STK001,2021-02-05,Technology,148.24,156.3268,151.60008615718692,0.7468543163464899,1213722.65,29.460093896713616,-0.6343154811680267,-0.0517300936243816,-0.0274880272912155,-0.1052631578947368,0.0165692161567777,5.363571428571427,6.989999999999981,Sideways
STK001,2021-02-08,Technology,149.37,156.05923076923077,151.25699597915815,0.9087148425758906,1212188.85,31.44486692015211,-0.4725688865279007,-0.0428634098493175,-0.0092856669098627,-0.0910363293373091,0.0168058865602309,5.138571428571429,3.620000000000005,Sideways
STK001,2021-02-09,Technology,147.51,155.7425925925926,150.68053505928765,0.8085126311888101,1214956.9,31.090225563909783,-0.4425612147210289,-0.0528602513644308,-0.022400424150043,-0.1076764866009316,0.0166992801169939,5.222142857142856,5.149999999999977,Sideways
STK001,2021-02-10,Technology,150.71,155.56285714285715,150.68506812708955,1.283268236822569,1231773.65,43.5459377372817,-0.1727719338337272,-0.0311954744981358,-0.018431679041292,-0.0568245822642217,0.0164051942226615,5.217857142857142,5.5,Downtrend
STK001,2021-02-11,Technology,148.35,155.31413793103448,150.32582687676808,0.7280395363537819,1211229.55,42.4500370096225,-0.1212674142671383,-0.0448390470037366,-0.0388726919339164,-0.0534073506891271,0.0162363771734776,5.267142857142856,3.490000000000009,Sideways
STK001,2021-02-12,Technology,149.5,155.12033333333332,150.19877658803452,1.121155670275341,1216180.8,47.60467748019614,0.0149968867263048,-0.0362320864876944,-0.0061162079510702,-0.029535864978903,0.0160222876570438,5.182142857142856,5.740000000000009,Sideways
STK001,2021-02-15,Technology,148.23,154.89806451612904,149.89588788218305,1.2164433171238709,1231533.75,45.191612436731766,0.0427708494469785,-0.0430480815687321,-0.0299718604803351,-0.0662088950485071,0.0142161418808022,5.1885714285714295,3.950000000000017,Sideways
STK001,2021-02-16,Technology,145.11,154.5921875,149.15959743877028,0.8599562384433361,1238895.6,35.01599715606122,-0.1170709485549443,-0.0613367832704998,-0.0492071812344384,-0.0881040658581033,0.0146772932176374,5.107857142857144,4.689999999999998,Uptrend
STK001,2021-02-17,Technology,147.63,154.38121212121212,148.92427475588255,1.1450748527247834,1260064.35,38.73994638069708,-0.025929047174797,-0.0437307884065025,-0.0043835985972484,-0.0630830741892491,0.0153999852825252,4.942142857142857,3.6999999999999886,Downtrend
STK001,2021-02-18,Technology,147.58,154.18117647058824,148.71746325497753,0.7492522983814555,1226558.8,44.530046224961545,0.053794467072568,-0.0428144123796297,0.0034677364520296,-0.0423723314515606,0.0147547673444249,4.895714285714285,5.409999999999997,Downtrend
STK001,2021-02-19,Technology,148.81,154.0277142857143,148.73169967728867,0.9470491508205025,1229201.25,41.935483870967744,0.2037459203369884,-0.0338751653227527,0.0038451160280625,-0.0237486059174703,0.0147749548830291,5.106428571428572,6.820000000000022,Downtrend
STK001,2021-02-22,Technology,150.05,153.91722222222222,148.93451511155197,0.7707465547361059,1199124.4,45.02901353965186,0.3900279807450517,-0.0251253379341708,0.0045524536386156,-0.0047754858393579,0.0147295281327506,5.023571428571428,3.079999999999984,Downtrend
STK001,2021-02-23,Technology,150.11,153.81432432432433,149.11535894054396,1.1115105271684662,1224009.1,45.02901353965186,0.5131223524793249,-0.0240830907043064,0.0176259236661922,-0.0051693286500097,0.0147284758114852,4.802857142857142,3.5900000000000034,Sideways
STK001,2021-02-24,Technology,142.41,153.5142105263158,148.08376525738333,1.3092851193116797,1247233.3,41.69636493228797,0.0937645138713234,-0.0723334373296489,-0.0550726560944861,-0.0724892536146931,0.0180437225685131,5.227142857142858,11.450000000000015,Sideways
STK001,2021-02-25,Technology,142.81,153.2397435897436,147.27241675624742,0.8348893499099501,1241230.35,40.05130084279956,-0.1268990616483711,-0.0680616095108218,-0.0373441186383551,-0.0747651441528992,0.0179882181709498,4.906428571428573,2.5,Uptrend
STK001,2021-02-26,Technology,143.23,152.9895,146.65050648605552,0.9370375490093392,1218237.2,38.4499623777276,-0.2098917912469442,-0.0637919595789253,-0.0419397993311037,-0.0477994947480387,0.017289156269297,5.151428571428574,7.050000000000011,Uptrend
STK001,2021-03-01,Technology,142.76,152.74,146.05196702666237,0.9370375490093392,1212797.25,40.57165541881699,-0.2585638206738605,-0.0653397931124788,-0.0369021115833502,-0.0657679471238794,0.0167506045756614,5.016428571428577,3.2600000000000198,Uptrend
STK001,2021-03-02,Technology,147.14,152.60666666666668,146.21935671486816,0.8191582300817173,1190667.4,43.230944254835,0.0269321568387086,-0.0358219387532219,0.0139893873613119,-0.0359061721923733,0.0183934254955592,5.102142857142861,6.699999999999989,Sideways
STK001,2021-03-03,Technology,144.92,152.42790697674417,146.0194556818115,0.8157427117993513,1164325.45,43.46168509340448,0.0856540312600584,-0.0492554619797387,-0.0183567025672289,-0.0226598327488536,0.0175956859335294,5.12071428571429,3.75,Sideways
STK001,2021-03-04,Technology,147.73,152.32113636363636,146.2826163461482,0.8011644209625925,1160782.95,46.82681964861956,0.3199676196574126,-0.0301411640776887,0.0010163978858921,0.0044876589379208,0.0180771711043423,5.014285714285718,4.25,Sideways
STK001,2021-03-05,Technology,146.33,152.188,146.28990613904847,1.1463608823149365,1183282.7,46.60956459671666,0.3826539515091394,-0.0384918653244669,-0.0166655466702505,-0.0128845116028062,0.0181129588400052,5.040714285714287,4.319999999999993,Sideways
STK001,2021-03-08,Technology,146.77,152.07021739130437,146.36376673304102,1.1793999268249218,1198905.45,53.27545382794001,0.4510338784966836,-0.034853750341304,-0.0218593802065978,-0.0174064403829417,0.018033369869322,4.926428571428573,3.0900000000000034,Downtrend
STK001,2021-03-09,Technology,144.87,151.91702127659576,146.1339564664193,1.0635483780252748,1214366.95,44.41747572815535,0.3690365210697419,-0.046387305499923,-0.0349077343281594,-0.017897091722595,0.0180505820253533,4.933571428571432,3.8000000000000114,Downtrend
STK001,2021-03-10,Technology,143.9,151.75,145.79027085620095,1.0655745394308085,1199225.35,42.82371294851792,0.2555933505049528,-0.0517298187808895,0.0104627484024999,-0.0451861190365603,0.0172934631477727,4.736428571428576,2.6500000000000057,Downtrend
STK001,2021-03-11,Technology,144.91,151.6104081632653,145.65484457063158,1.2348693759527936,1231149.65,42.32887490165223,0.2541638573409164,-0.0441949088089639,0.0147048526013584,-0.0231884057971014,0.0171045885786477,4.47714285714286,3.1899999999999977,Sideways
STK001,2021-03-12,Technology,145.08,151.47979999999998,145.56640694438056,0.9514619638790136,1221063.0,39.79466119096509,0.2688311750501184,-0.0422485374287526,0.012916288487049,-0.0295652173913042,0.0169896525426024,4.565000000000004,4.310000000000002,Sideways
STK001,2021-03-15,Technology,141.13,151.27686274509804,144.88388279909125,1.2270912295382497,1221077.1,34.10056657223792,0.0292772813810484,-0.0659840291409277,-0.011417764079574,-0.0478985360588274,0.0178957688860186,4.713571428571433,5.670000000000016,Sideways
STK001,2021-03-16,Technology,140.32,151.06615384615387,144.18174698384644,0.8923126235690493,1222342.9,45.10538641686181,-0.1567389960054415,-0.0686276462006352,-0.0463504145711566,-0.033009441113638,0.0173712336558045,4.105000000000004,2.930000000000007,Sideways
STK001,2021-03-17,Technology,140.02,150.8577358490566,143.54147821710083,1.13783493753504,1219583.75,43.43529411764707,-0.2665434036401484,-0.0679264725656717,-0.0338117582114267,-0.0515477883898936,0.0167923125746793,4.253571428571433,4.5800000000000125,Sideways
STK001,2021-03-18,Technology,145.46,150.7577777777778,143.83663541446992,0.8247537554225477,1224113.25,54.24438523030076,0.0440973373541804,-0.0289201025421917,-0.0153658701685506,-0.0143650901206126,0.0191760340361427,4.2257142857142895,6.659999999999997,Downtrend
STK001,2021-03-19,Technology,146.37,150.67800000000005,144.2263838122438,0.8268808382902422,1216189.75,56.757768625982806,0.3127861273348626,-0.0203191576230641,0.0002733547461217,-0.0163967475304078,0.019130945276401,4.495714285714287,7.039999999999992,Sideways
STK001,2021-03-22,Technology,140.91,150.50357142857143,143.71617091805246,0.857235160139915,1222371.7,38.79093198992445,0.1338637154337356,-0.0538978121009229,-0.0399264154800028,-0.0609130289903366,0.0206631488262867,4.554285714285718,7.52000000000001,Uptrend
STK001,2021-03-23,Technology,141.24,150.34105263157895,143.33522154604438,1.0573152592792916,1218778.4,42.89575289575295,0.0529658533691663,-0.048606994665086,-0.0250569476082004,-0.0590900006661782,0.0206841883403316,4.649285714285719,5.0800000000000125,Uptrend
STK001,2021-03-24,Technology,140.85,150.17741379310343,142.95287976972986,1.157045513531271,1206954.25,35.34923339011927,-0.0083207581445943,-0.0488069736596856,-0.0211952744961779,-0.0109542869180535,0.0172638345826851,4.57714285714286,3.2399999999999807,Uptrend
STK001,2021-03-25,Technology,140.91,150.02033898305086,142.6385905743868,0.8538505914159882,1206654.9,37.75971093044263,-0.0253657588904068,-0.046365414419231,-0.0276033400041405,-0.0133043904488481,0.017248672693278,4.564285714285719,4.140000000000015,Uptrend
STK001,2021-03-26,Technology,144.28,149.92466666666667,142.8911151014042,1.0302067014012766,1212009.2,45.03390506581571,0.1975068329272593,-0.0222653518164126,-0.0055141990625862,0.0073308664385953,0.0180879603281009,4.78571428571429,6.189999999999998,Uptrend
STK001,2021-03-29,Technology,146.72,149.87213114754098,143.4801743165728,1.1853446654334343,1216126.45,53.61187036313938,0.4992711888708181,-0.0041079190796957,0.0396088712534543,0.02773886242645,0.0184250161568054,4.883571428571433,5.170000000000016,Sideways
STK001,2021-03-30,Technology,151.0,149.89032258064518,144.6370705755616,0.9315898920173112,1224390.7,62.27524204702625,0.950950949393368,0.0260759187456595,0.0761117445838084,0.0262335190974583,0.0183019884828532,5.305000000000002,8.549999999999983,Downtrend
STK001,2021-03-31,Technology,152.94,149.93873015873015,145.91444433316752,1.0372954560852876,1241279.9,63.45058626465659,1.321416238845434,0.0399129666145373,0.0922725324953577,0.0553408777256418,0.0180371476085243,5.3728571428571446,4.139999999999986,Downtrend
STK001,2021-04-01,Technology,150.08,149.9409375,146.55529905114176,1.1938587402274252,1270628.55,57.68285187461586,1.3122209073501756,0.021026005956892,0.0317613089509143,0.0159073986326407,0.0182090566069087,5.335714285714287,3.789999999999992,Downtrend
STK001,2021-04-02,Technology,150.54,149.95015384615385,147.1683299663507,1.1059803449934713,1273212.5,66.19621342512909,1.2744275153569635,0.0244189243261047,0.028489444558311,0.0287705870293171,0.0180464284397535,5.08,2.0900000000000034,Downtrend
STK001,2021-04-05,Technology,146.04,149.89090909090908,146.9947407407583,1.009907430422793,1266463.6,58.73549175320709,0.9012503145057748,-0.0055632349836916,0.0364062167340855,-0.0049737684812973,0.0193604994241148,5.303571428571426,6.059999999999974,Downtrend
STK001,2021-04-06,Technology,143.1,149.78955223880595,146.3955498575647,0.9624974552561668,1262651.65,54.35274166195589,0.434925029025818,-0.0245478564592519,0.0131690739167373,-0.0122178504866432,0.0196761113281769,5.355714285714283,5.310000000000002,Downtrend
STK001,2021-04-07,Technology,140.62,149.65470588235294,145.50700372563168,0.7206749863236368,1243568.9,42.53547193090684,-0.0369732860516605,-0.0397615997508925,-0.0016329428470003,-0.0227936066712994,0.0199954513822659,5.417142857142856,7.52000000000001,Sideways
STK001,2021-04-08,Technology,138.58,149.49420289855072,144.44131084476527,0.781577067306626,1215035.65,38.39046199701938,-0.4594629369843335,-0.0516494510954138,-0.0165353771911147,-0.0436822855565521,0.0201221889558335,5.2457142857142856,4.640000000000015,Downtrend
STK001,2021-04-09,Technology,140.98,149.37257142857143,143.90880148403215,1.0272440279043746,1219586.55,50.114791734995066,-0.5444389524793987,-0.0339773027834994,-0.022872192958137,-0.0282602701957541,0.0205765476427905,5.164285714285713,6.379999999999996,Downtrend
STK001,2021-04-12,Technology,141.78,149.26563380281692,143.58129356341183,0.8319617371984407,1194350.6,50.87209302325581,-0.5142807524663132,-0.0270248013285935,-0.033669574700109,0.00460568270389,0.0196847650605559,5.185714285714283,5.379999999999996,Downtrend
STK001,2021-04-13,Technology,137.38,149.10055555555556,142.62724839981,1.343022023185794,1221864.55,45.038604518158415,-0.7442193013605508,-0.0552439530936668,-0.0901986754966888,-0.0209521094640821,0.0208773653977252,5.389285714285713,6.090000000000003,Sideways
STK001,2021-04-14,Technology,138.24,148.9517808219178,141.95228710753156,1.2427222247471963,1228835.35,46.26782219737211,-0.7877505568612426,-0.0480151832763592,-0.0961161239701843,-0.0127124696471933,0.0209344907840148,5.369999999999998,3.870000000000005,Sideways
STK001,2021-04-15,Technology,134.97,148.76283783783785,140.87808909098823,0.8378315803467379,1229877.25,36.949817774039786,-0.9739348605292336,-0.0689823577778635,-0.1006796375266525,-0.0721160456482882,0.0193685397115196,5.219999999999999,4.090000000000003,Uptrend
STK001,2021-04-16,Technology,136.53,148.59973333333332,140.2091523077593,0.8743697319579338,1233522.8,35.35498706524862,-0.9293121314932308,-0.0566976333495006,-0.0930649661219609,-0.0672268907563025,0.0195453922534553,5.085714285714283,3.289999999999992,Sideways
STK001,2021-04-19,Technology,137.37,148.45197368421054,139.7723596450271,0.8955585518322073,1236497.6,28.261562998405083,-0.7861938506457453,-0.0493175599081499,-0.0593672966310598,-0.0251224185650414,0.0179126607447371,4.754285714285713,3.9099999999999966,Sideways
STK001,2021-04-20,Technology,135.65,148.28571428571428,139.1381504688691,0.751951988347375,1217854.35,22.2293607452618,-0.7504242874295075,-0.0596773858130167,-0.0520614954577217,-0.039578023222883,0.0180691695794276,4.770714285714285,4.3700000000000045,Uptrend
STK001,2021-04-21,Technology,136.59,148.13576923076923,138.7461273198123,0.7046683678507305,1189955.5,26.908592947620647,-0.6123485658432037,-0.0513041702610006,-0.028658796757218,-0.03024494142705,0.0181734078936168,4.721428571428571,3.0999999999999943,Uptrend
STK001,2021-04-22,Technology,141.84,148.05607594936708,139.22210773214886,0.9707411277595438,1196515.7,37.2058823529412,-0.1409376863739888,-0.0139482114255206,0.0235243180834174,0.0065999574196295,0.0202416778298414,5.0214285714285705,6.289999999999992,Uptrend
STK001,2021-04-23,Technology,138.62,147.938125,139.12947577335672,0.7826739090014884,1180273.15,38.66136919315406,-0.0255253120298339,-0.0348732287674895,-0.0167399631153354,-0.0392292764069863,0.020089697467774,5.046428571428572,6.409999999999997,Uptrend
STK001,2021-04-26,Technology,136.07,147.7916049382716,138.6587871928403,0.9031993353838644,1160609.8,39.12774512836376,-0.0964799991267502,-0.0510204650955185,-0.0402736634222035,-0.0725872410032716,0.0199086904137264,5.032142857142857,5.109999999999985,Uptrend
STK001,2021-04-27,Technology,139.37,147.6889024390244,138.76820454778797,0.9302195780823156,1157410.6,48.11463046757165,0.0930268429069711,-0.0272267621874101,0.0144853690493522,-0.0770198675496688,0.019509262972626,4.9957142857142856,7.010000000000019,Sideways
STK001,2021-04-28,Technology,142.21,147.62289156626508,139.29771154043596,0.8276234835814129,1140215.35,55.34609720176729,0.4062835112682752,-0.0066525847568913,0.0287181712962962,-0.0701582319863998,0.0199162248122454,4.942142857142855,3.8899999999999855,Sideways
STK001,2021-04-29,Technology,144.7,147.58809523809524,140.12883284190735,0.8935051749219849,1114142.4,55.46415981198589,0.7574205565105143,0.0111470754300345,0.072090094094984,-0.0358475479744138,0.0201011521694174,4.803571428571426,4.439999999999998,Sideways
STK001,2021-04-30,Technology,144.15,147.54764705882351,140.7474739431524,1.315621152864672,1117227.4,53.50695472033146,0.9181610913144174,0.007960193438854,0.0558119094704461,-0.0424471901155838,0.0200753303026468,4.677142857142854,3.609999999999985,Sideways
STK001,2021-05-03,Technology,141.75,147.48023255813953,140.90170872112895,0.9528710633565142,1105969.15,56.87323057565273,0.8309831446087064,-0.0076698197214334,0.0318846909805634,-0.0293755135579293,0.0193098641277273,4.5785714285714265,4.710000000000008,Sideways
STK001,2021-05-04,Technology,141.68,147.4135632183908,141.02144584095527,0.7621840391925672,1086614.2,55.54838709677419,0.7397858867108975,-0.0069878116304661,0.0444526354589016,-0.0099231306778475,0.018795010626339,4.77928571428571,6.679999999999978,Sideways
STK001,2021-05-05,Technology,142.62,147.35909090909092,141.26737725003906,1.144639173074685,1105047.8,63.34147192186956,0.7136198321569449,-0.000428928268055,0.0441467164506919,0.0142227279192148,0.0184142621220054,4.709285714285711,3.1100000000000136,Sideways
STK001,2021-05-06,Technology,142.82,147.30808988764045,141.50624228849458,0.9772209380769156,1111893.9,61.51592823141706,0.6807341886392076,0.0009713950101414,0.0069091934574168,0.0305960456054263,0.018055285325114,4.896428571428568,5.909999999999997,Sideways
STK001,2021-05-07,Technology,142.22,147.25155555555554,141.61605116718772,0.7887438957990556,1092331.75,58.95825637236794,0.5927550947448261,-0.0030926418675856,0.0259702784590967,0.0087955738402611,0.0177111315248285,5.082142857142854,6.509999999999991,Sideways
STK001,2021-05-10,Technology,144.15,147.21747252747252,142.00588944915884,1.2166688006945146,1110185.45,65.57917888563051,0.6349641836680764,0.0102390513634548,0.0593812008525025,0.0167160389335589,0.0179173168692696,5.153571428571425,5.3700000000000045,Downtrend
STK001,2021-05-11,Technology,141.23,147.15239130434784,141.88652184159594,1.0464908404940738,1084902.95,57.92891319207107,0.445597151898302,-0.0094044502801415,0.0133457702518475,0.0280244577085455,0.0170445765218344,5.342142857142854,5.740000000000009,Sideways
STK001,2021-05-12,Technology,140.75,147.08354838709678,141.71167232750426,0.844836489907503,1053029.8,47.77460187831767,0.2757091204436085,-0.0121933588513791,-0.0102665072779692,0.0181568287037037,0.0170400514486838,5.074285714285714,2.5400000000000205,Sideways
STK001,2021-05-13,Technology,142.24,147.03202127659574,141.79295350788823,1.194170597972536,1065104.1,57.95254833040424,0.2520283612160602,-0.0009664441597554,-0.0170006910850033,0.0538638215899829,0.0161241320343804,4.977142857142856,5.049999999999983,Downtrend
STK001,2021-05-14,Technology,139.98,146.95778947368422,141.5140375835977,0.8594881411751767,1056582.35,58.70048954161104,0.0813382093126715,-0.0159619713379064,-0.0289281997918835,0.025269171610635,0.0164986249343372,4.927857142857143,4.420000000000016,Sideways
STK001,2021-05-17,Technology,138.89,146.87375,141.11033949381346,1.0571586538763984,1057090.15,48.81539980256659,-0.0980654416252188,-0.0225415748840548,-0.0201763668430335,0.0110650069156292,0.016580501995569,4.669285714285713,3.3899999999999864,Sideways
STK001,2021-05-18,Technology,139.64,146.79917525773195,140.88413341784215,1.0811249424629048,1069092.9,42.92790313703901,-0.1558778967142036,-0.0165393792732365,-0.0143986448334275,0.0294139329155913,0.0163115973717957,4.671428571428572,3.920000000000016,Uptrend
STK001,2021-05-19,Technology,140.27,146.73255102040818,140.78965135355875,1.2993767895385264,1098537.4,36.4193746167996,-0.141751563832328,-0.0115970173863655,-0.0164773524049922,0.0269419430412183,0.0162787585129743,4.597857142857145,3.410000000000025,Sideways
STK001,2021-05-20,Technology,137.95,146.6438383838384,140.35278191454972,1.2843824886842157,1111865.05,32.853982300884965,-0.2712149458233273,-0.0269903496063526,-0.0340988657050833,-0.0274252679075015,0.0142165177758819,4.605714285714289,3.719999999999999,Sideways
STK001,2021-05-21,Technology,138.26,146.56,140.03081546615746,0.9116520739487768,1116572.9,39.086929330831786,-0.3154322853264002,-0.023864693780438,-0.0278441850653916,-0.0025970278459097,0.0133044924580103,4.657857142857146,5.439999999999998,Uptrend
STK001,2021-05-24,Technology,139.4,146.48910891089108,139.93376693290247,1.0569464351220186,1123535.65,43.31770222743263,-0.2502135159335623,-0.0155756552000766,-0.0329517863336802,0.0244726978760931,0.0126900942311837,4.372857142857147,2.6899999999999977,Uptrend
STK001,2021-05-25,Technology,142.57,146.4506862745098,140.33934125091747,1.0862633958988774,1131139.1,49.87039917055466,0.0102989554906719,0.0064906184654353,0.0094880691071301,0.022960464949415,0.0125498112166724,4.539285714285717,5.439999999999998,Uptrend
STK001,2021-05-26,Technology,138.8,146.3764077669903,140.1025195200071,1.0839497334259105,1146069.75,41.207349081364896,-0.0633568186454767,-0.0199553472450718,-0.0138543516873889,-0.023978623162928,0.0131393329418273,4.49357142857143,5.269999999999982,Uptrend
STK001,2021-05-27,Technology,140.38,146.31875,140.14520882462136,1.082432848206516,1159023.4,46.140939597315445,-0.0010327133635905,-0.0080876398873411,-0.0130764904386952,-0.0298548721492742,0.01274749536293,4.277857142857146,3.490000000000009,Uptrend
STK001,2021-05-28,Technology,141.99,146.2775238095238,140.4290228516027,1.0248325495848656,1144159.6,45.40816326530614,0.1451706970621289,0.0039098679977657,0.0143591941705958,-0.0149843912591051,0.0130520917638552,4.426428571428575,7.450000000000017,Sideways
STK001,2021-05-31,Technology,143.76,146.25377358490564,140.94148087443304,0.9453260683648588,1145616.35,55.65489494859186,0.3461637594028401,0.0160148133489758,0.0350637194902441,0.014179894179894,0.0127976239539584,4.290714285714289,3.8400000000000034,Uptrend
STK001,2021-06-01,Technology,146.66,146.25757009345793,141.8212530475972,1.1830601481676382,1173630.1,61.92012908430816,0.6422865085432805,0.035716908752959,0.0502721283299913,0.0351496329757199,0.0135039921842803,4.446428571428574,4.719999999999999,Uptrend
STK001,2021-06-02,Technology,145.9,146.25425925925927,142.4487525787361,0.8650472148053387,1160584.05,57.60598503740647,0.747474908125072,0.0296153797297737,0.0401368788764524,0.0229981769737763,0.0135405091327837,4.363571428571433,3.890000000000015,Uptrend
STK001,2021-06-03,Technology,143.81,146.2318348623853,142.65817525893056,1.2865673902729309,1182311.95,58.01590623691924,0.6408940673031349,0.0144510423853037,0.0424791591156217,0.0069318022685898,0.0139792285610652,4.36571428571429,4.450000000000017,Uptrend
